ELEMENT_ID,County,SCIENTIFIC_NAME,COMMON_NAME,EL_CATEGORY,STATE_STATUS,US_STATUS
15901,Cheboygan,Gymnocarpium robertianum,Limestone oak fern,Plant,T,
10937,Cheboygan,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
13537,Cheboygan,Helianthus hirsutus,Whiskered sunflower,Plant,SC,
15938,Cheboygan,Huperzia selago,Fir clubmoss,Plant,SC,
11038,Cheboygan,Hydroprogne caspia,Caspian tern,Animal,T,
15374,Cheboygan,Iris lacustris,Dwarf lake iris,Plant,T,LT
15407,Cheboygan,Juncus militaris,Bayonet rush,Plant,T,
15415,Cheboygan,Juncus vaseyi,Vasey's rush,Plant,T,
12371,Cheboygan,Lasmigona compressa,Creek heelsplitter,Animal,SC,
12375,Cheboygan,Ligumia nasuta,Eastern pondmussel,Animal,E,
12526,Cheboygan,Lyogyrus walkeri,Canadian duskysnail,Animal,SC,
11452,Cheboygan,Microtus pinetorum,Woodland vole,Animal,SC,
14943,Cheboygan,Mimulus michiganensis,Michigan monkey flower,Plant,E,LE
11425,Cheboygan,Myotis lucifugus,Little brown bat,Animal,SC,
11427,Cheboygan,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
11316,Cheboygan,Notropis anogenus,Pugnose shiner,Animal,E,
12015,Cheboygan,Pachypolia atricornis,Three-horned moth,Animal,SC,
10934,Cheboygan,Pandion haliaetus,Osprey,Animal,SC,
11408,Cheboygan,Percina copelandi,Channel darter,Animal,E,
12476,Cheboygan,Philomycus carolinianus,Carolina mantleslug,Animal,SC,
19753,Cheboygan,Physella parkeri,Broadshoulder physa,Animal,T,
12408,Cheboygan,Pisidium idahoense,Giant northern pea clam,Animal,SC,
12451,Cheboygan,Planogyra asteriscus,Eastern flat-whorl,Animal,SC,
12581,Cheboygan,Planorbella smithi,An aquatic snail (no common name),Animal,E,
15534,Cheboygan,Platanthera leucophaea,Prairie white-fringed orchid,Plant,E,LT
15753,Cheboygan,Poa paludigena,Bog bluegrass,Plant,T,
15819,Cheboygan,Potamogeton hillii,Hill's pondweed,Plant,T,
15828,Cheboygan,Potamogeton pulcher,Spotted pondweed,Plant,E,
14754,Cheboygan,Prunus umbellata,Alleghany or Sloe plum,Plant,SC,
12385,Cheboygan,Ptychobranchus fasciolaris,Kidney shell,Animal,SC,
19860,Cheboygan,Pyganodon lacustris,Lake floater,Animal,SC,
11588,Cheboygan,Pyrgus wyandot,Grizzled skipper,Animal,SC,
13756,Cheboygan,Rorippa aquatica,Lake cress,Plant,T,
11411,Cheboygan,Sander canadensis,Sauger,Animal,T,
15360,Cheboygan,Schoenoplectus torreyi,Torrey's bulrush,Plant,SC,
11178,Cheboygan,Setophaga discolor,Prairie warbler,Animal,E,
11519,Cheboygan,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
13632,Cheboygan,Solidago houghtonii,Houghton's goldenrod,Plant,T,LT
11554,Cheboygan,Stenelmis douglasensis,Douglas stenelmis riffle beetle,Animal,SC,
11039,Cheboygan,Sterna hirundo,Common tern,Animal,T,
12020,Cheboygan,Sympistis piffardi,3-striped oncocnemis,Animal,SC,
13654,Cheboygan,Tanacetum huronense,Lake Huron tansy,Plant,T,
12268,Cheboygan,Trimerotropis huroniana,Lake Huron locust,Animal,T,
12438,Cheboygan,Vertigo elatior,Tapered vertigo,Animal,SC,
10941,Chippewa,Accipiter gentilis,Northern goshawk,Animal,SC,PS
11270,Chippewa,Acipenser fulvescens,Lake sturgeon,Animal,T,
14230,Chippewa,Adlumia fungosa,Climbing fumitory,Plant,SC,
12352,Chippewa,Alasmidonta viridis,Slippershell,Animal,T,
11483,Chippewa,Alces americanus,Moose,Animal,SC,
15495,Chippewa,Amerorchis rotundifolia,Small round-leaved orchis,Plant,E,
11220,Chippewa,Ammodramus savannarum,Grasshopper sparrow,Animal,SC,PS
11066,Chippewa,Asio flammeus,Short-eared owl,Animal,E,
15870,Chippewa,Asplenium rhizophyllum,Walking fern,Plant,T,
15871,Chippewa,Asplenium ruta-muraria,Wall-rue,Plant,E,
15873,Chippewa,Asplenium scolopendrium var. americanum,Hart's-tongue fern,Plant,E,LT
15875,Chippewa,Asplenium viride,Green spleenwort,Plant,SC,
14115,Chippewa,Astragalus neglectus,Cooper's milk vetch,Plant,SC,
13759,Chippewa,Barbarea orthoceras,Northern Winter Cress,Plant,SC,
14237,Chippewa,Bartonia paniculata,Panicled screwstem,Plant,T,
15577,Chippewa,Beckmannia syzigachne,Slough grass,Plant,T,
11706,Chippewa,Boloria freija,Freija fritillary,Animal,SC,
10876,Chippewa,Botaurus lentiginosus,American bittern,Animal,SC,
15957,Chippewa,Botrychium campestre,Prairie Moonwort or Dunewort,Plant,T,
15955,Chippewa,Botrychium hesperium,Western moonwort,Plant,T,
15953,Chippewa,Botrychium mormo,Goblin moonwort,Plant,T,
15960,Chippewa,Botrychium spathulatum,Spatulate moonwort,Plant,T,
10942,Chippewa,Buteo lineatus,Red-shouldered hawk,Animal,T,
13957,Chippewa,Callitriche hermaphroditica,Autumnal water-starwort,Plant,SC,
15499,Chippewa,Calypso bulbosa,Calypso or fairy-slipper,Plant,T,
11461,Chippewa,Canis lupus,Gray Wolf,Animal,SC,LE
15224,Chippewa,Carex novae-angliae,New England sedge,Plant,T,
15243,Chippewa,Carex richardsonii,Richardson's sedge,Plant,SC,
15251,Chippewa,Carex scirpoidea,Bulrush sedge,Plant,T,
15279,Chippewa,Carex wiegandii,Wiegand's sedge,Plant,SC,
12478,Chippewa,Catinella exile,Pleistocene catinella,Animal,T,
19783,Chippewa,Cerastium brachypodum,Shortstalk chickweed,Plant,T,
10978,Chippewa,Charadrius melodus,Piping plover,Animal,E,LE
11043,Chippewa,Chlidonias niger,Black tern,Animal,SC,
10938,Chippewa,Circus cyaneus,Northern harrier,Animal,SC,
13482,Chippewa,Cirsium hillii,Hill's thistle,Plant,SC,
13485,Chippewa,Cirsium pitcheri,Pitcher's thistle,Plant,T,LT
11126,Chippewa,Cistothorus palustris,Marsh wren,Animal,SC,
14638,Chippewa,Coptidium lapponicum,Lapland buttercup,Plant,T,
11279,Chippewa,Coregonus artedi,Lake herring or Cisco,Animal,T,
11285,Chippewa,Coregonus reighardi,Shortnose cisco,Animal,X,
11268,Chippewa,Cottus ricei,Spoonhead sculpin,Animal,SC,
10965,Chippewa,Coturnicops noveboracensis,Yellow rail,Animal,T,
14691,Chippewa,Crataegus douglasii,Douglas's hawthorn,Plant,SC,
15506,Chippewa,Cypripedium arietinum,Ram's head lady's-slipper,Plant,SC,
15883,Chippewa,Cystopteris laurentiana,Laurentian fragile fern,Plant,SC,
19786,Chippewa,Cystopteris tennesseensis,Tennessee bladder fern,Plant,T,
13792,Chippewa,Draba arabisans,Rock whitlow grass,Plant,SC,
13793,Chippewa,Draba cana,Ashy whitlow grass,Plant,T,
14052,Chippewa,Drosera anglica,English sundew,Plant,SC,
15893,Chippewa,Dryopteris filix-mas,Male fern,Plant,SC,
15325,Chippewa,Eleocharis compressa,Flattened spike rush,Plant,T,
12357,Chippewa,Elliptio complanata,Eastern elliptio,Animal,SC,
15657,Chippewa,Elymus glaucus,Blue wild-rye,Plant,SC,
11490,Chippewa,Emydoidea blandingii,Blanding's turtle,Animal,SC,
12482,Chippewa,Euconulus alderi,A land snail (no common name),Animal,T,
12038,Chippewa,Euxoa aurulenta,Dune cutworm,Animal,SC,
10957,Chippewa,Falcipennis canadensis,Spruce grouse,Animal,SC,
10951,Chippewa,Falco columbarius,Merlin,Animal,T,
10952,Chippewa,Falco peregrinus,Peregrine falcon,Animal,E,PS:LE
14834,Chippewa,Galium kamtschaticum,Bedstraw,Plant,E,
10862,Chippewa,Gavia immer,Common loon,Animal,T,
14732,Chippewa,Geum triflorum,Prairie smoke,Plant,T,
11489,Chippewa,Glyptemys insculpta,Wood turtle,Animal,SC,
15901,Chippewa,Gymnocarpium robertianum,Limestone oak fern,Plant,T,
10937,Chippewa,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
15938,Chippewa,Huperzia selago,Fir clubmoss,Plant,SC,
15374,Chippewa,Iris lacustris,Dwarf lake iris,Plant,T,LT
10877,Chippewa,Ixobrychus exilis,Least bittern,Animal,T,
15415,Chippewa,Juncus vaseyi,Vasey's rush,Plant,T,
11150,Chippewa,Lanius ludovicianus migrans,Migrant loggerhead shrike,Animal,E,
12371,Chippewa,Lasmigona compressa,Creek heelsplitter,Animal,SC,
12372,Chippewa,Lasmigona costata,Flutedshell,Animal,SC,
15801,Chippewa,Leymus mollis,American dune wild-rye,Plant,SC,
14563,Chippewa,Littorella uniflora,American shore-grass,Plant,SC,
15942,Chippewa,Lycopodiella subappressa,Northern appressed clubmoss,Plant,SC,
11476,Chippewa,Lynx canadensis,Lynx,Animal,E,LT
11425,Chippewa,Myotis lucifugus,Little brown bat,Animal,SC,
11427,Chippewa,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
14275,Chippewa,Myriophyllum alterniflorum,Alternate-leaved water-milfoil,Plant,SC,
14276,Chippewa,Myriophyllum farwellii,Farwell's water milfoil,Plant,T,
15520,Chippewa,Neottia auriculata,Auricled twayblade,Plant,SC,
10885,Chippewa,Nycticorax nycticorax,Black-crowned night-heron,Animal,SC,
10934,Chippewa,Pandion haliaetus,Osprey,Animal,SC,
15728,Chippewa,Panicum philadelphicum,Philadelphia panic-grass,Plant,T,
15866,Chippewa,Pellaea atropurpurea,Purple cliff brake,Plant,T,
13599,Chippewa,Petasites sagittatus,Sweet coltsfoot,Plant,T,
11083,Chippewa,Picoides arcticus,Black-backed woodpecker,Animal,SC,
14383,Chippewa,Pinguicula vulgaris,Butterwort,Plant,SC,
15720,Chippewa,Piptatherum canadense,Canada rice grass,Plant,T,
12451,Chippewa,Planogyra asteriscus,Eastern flat-whorl,Animal,SC,
15525,Chippewa,Platanthera unalascensis,Alaska orchid,Plant,SC,
15742,Chippewa,Poa alpina,Alpine bluegrass,Plant,T,
11721,Chippewa,Polygonia gracilis,Hoary comma,Animal,SC,
15812,Chippewa,Potamogeton confervoides,Alga pondweed,Plant,SC,
14428,Chippewa,Pterospora andromedea,Pine-drops,Plant,T,
14603,Chippewa,Pyrola minor,Lesser Pyrola,Plant,SC,
14422,Chippewa,Rhexia virginica,Meadow beauty,Plant,SC,
14809,Chippewa,Rubus acaulis,Dwarf raspberry,Plant,E,
14363,Chippewa,Scutellaria parvula,Small skullcap,Plant,T,
11177,Chippewa,Setophaga kirtlandii,Kirtland's warbler,Animal,E,LE
13632,Chippewa,Solidago houghtonii,Houghton's goldenrod,Plant,T,LT
12125,Chippewa,Somatochlora incurvata,Incurvate emerald,Animal,SC,
11418,Chippewa,Sorex fumeus,Smoky shrew,Animal,T,
19965,Chippewa,Spinulum canadense,Clubmoss,Plant,SC,
15780,Chippewa,Sporobolus heterolepis,Prairie dropseed,Plant,SC,
13908,Chippewa,Stellaria longipes,Stitchwort,Plant,SC,
11039,Chippewa,Sterna hirundo,Common tern,Animal,T,
13830,Chippewa,Subularia aquatica,Awlwort,Plant,E,
13654,Chippewa,Tanacetum huronense,Lake Huron tansy,Plant,T,
14370,Chippewa,Trichostema brachiatum,False pennyroyal,Plant,T,
12268,Chippewa,Trimerotropis huroniana,Lake Huron locust,Animal,T,
15792,Chippewa,Trisetum spicatum,Downy oat-grass,Plant,SC,
10962,Chippewa,Tympanuchus phasianellus,Sharp-tailed grouse,Animal,SC,
12452,Chippewa,Vallonia gracilicosta albula,A land snail (no common name),Animal,E,
12437,Chippewa,Vertigo bollesiana,Delicate vertigo,Animal,T,
12450,Chippewa,Vertigo cristata,Crested vertigo,Animal,SC,
12438,Chippewa,Vertigo elatior,Tapered vertigo,Animal,SC,
12448,Chippewa,Vertigo hubrichti,Hubricht's vertigo,Animal,E,
12443,Chippewa,Vertigo nylanderi,Deep-throat vertigo,Animal,E,
12449,Chippewa,Vertigo paradoxa,Mystery vertigo,Animal,SC,
12445,Chippewa,Vertigo pygmaea,Crested vertigo,Animal,SC,
15910,Chippewa,Woodsia obtusa,Blunt-lobed woodsia,Plant,T,
10941,Clare,Accipiter gentilis,Northern goshawk,Animal,SC,PS
12351,Clare,Alasmidonta marginata,Elktoe,Animal,SC,
12352,Clare,Alasmidonta viridis,Slippershell,Animal,T,
11220,Clare,Ammodramus savannarum,Grasshopper sparrow,Animal,SC,PS
12247,Clare,Appalachia arcana,Secretive locust,Animal,SC,
10942,Clare,Buteo lineatus,Red-shouldered hawk,Animal,T,
10938,Clare,Circus cyaneus,Northern harrier,Animal,SC,
13482,Clare,Cirsium hillii,Hill's thistle,Plant,SC,
11490,Clare,Emydoidea blandingii,Blanding's turtle,Animal,SC,
10862,Clare,Gavia immer,Common loon,Animal,T,
11489,Clare,Glyptemys insculpta,Wood turtle,Animal,SC,
10937,Clare,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
11150,Clare,Lanius ludovicianus migrans,Migrant loggerhead shrike,Animal,E,
12371,Clare,Lasmigona compressa,Creek heelsplitter,Animal,SC,
12372,Clare,Lasmigona costata,Flutedshell,Animal,SC,
12376,Clare,Ligumia recta,Black sandshell,Animal,E,
11452,Clare,Microtus pinetorum,Woodland vole,Animal,SC,
11425,Clare,Myotis lucifugus,Little brown bat,Animal,SC,
11319,Clare,Notropis dorsalis,Bigmouth shiner,Animal,SC,
13373,Clare,Panax quinquefolius,Ginseng,Plant,T,
10934,Clare,Pandion haliaetus,Osprey,Animal,SC,
12408,Clare,Pisidium idahoense,Giant northern pea clam,Animal,SC,
12381,Clare,Pleurobema sintoxia,Round pigtoe,Animal,SC,
11177,Clare,Setophaga kirtlandii,Kirtland's warbler,Animal,E,LE
11519,Clare,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
12418,Clare,Sphaerium fabale,River fingernail clam,Animal,SC,
11493,Clare,Terrapene carolina carolina,Eastern box turtle,Animal,SC,
10848,Clinton,Acris blanchardi,Blanchard's cricket frog,Animal,T,
12351,Clinton,Alasmidonta marginata,Elktoe,Animal,SC,
12352,Clinton,Alasmidonta viridis,Slippershell,Animal,T,
11221,Clinton,Ammodramus henslowii,Henslow's sparrow,Animal,E,
13317,Clinton,Angelica venenosa,Hairy angelica,Plant,SC,
13384,Clinton,Asclepias purpurascens,Purple milkweed,Plant,T,
14115,Clinton,Astragalus neglectus,Cooper's milk vetch,Plant,SC,
14118,Clinton,Baptisia lactea,White or prairie false indigo,Plant,SC,
13753,Clinton,Boechera missouriensis,Missouri rock-cress,Plant,SC,
19854,Clinton,Bombus affinis,Rusty-patched bumble bee,Animal,SC,LE
11693,Clinton,Calephelis mutica,Swamp metalmark,Animal,SC,
15157,Clinton,Carex davisii,Davis's sedge,Plant,SC,
15272,Clinton,Carex typhina,Cattail sedge,Plant,T,
11488,Clinton,Clemmys guttata,Spotted turtle,Animal,T,
14920,Clinton,Collinsia verna,Blue-eyed Mary,Plant,SC,
11422,Clinton,Cryptotis parva,Least shrew,Animal,T,
15507,Clinton,Cypripedium candidum,White lady slipper,Plant,T,
19816,Clinton,Diarrhena obovata,Beak grass,Plant,T,
15318,Clinton,Eleocharis parvula,Dwarf spike-rush,Plant,E,
15320,Clinton,Eleocharis radicans,Spike rush,Plant,X,
11490,Clinton,Emydoidea blandingii,Blanding's turtle,Animal,SC,
15511,Clinton,Galearis spectabilis,Showy orchis,Plant,T,
10971,Clinton,Gallinula galeata,Common gallinule,Animal,T,PS
10937,Clinton,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
13556,Clinton,Hieracium paniculatum,Panicled hawkweed,Plant,T,
14625,Clinton,Hydrastis canadensis,Goldenseal,Plant,T,
13691,Clinton,Jeffersonia diphylla,Twinleaf,Plant,SC,
12371,Clinton,Lasmigona compressa,Creek heelsplitter,Animal,SC,
12372,Clinton,Lasmigona costata,Flutedshell,Animal,SC,
12376,Clinton,Ligumia recta,Black sandshell,Animal,E,
14382,Clinton,Linum virginianum,Virginia flax,Plant,T,
13723,Clinton,Lithospermum latifolium,Broad-leaved puccoon,Plant,SC,
12487,Clinton,Mesomphix cupreus,Copper button,Animal,SC,
11452,Clinton,Microtus pinetorum,Woodland vole,Animal,SC,
11425,Clinton,Myotis lucifugus,Little brown bat,Animal,SC,
11426,Clinton,Myotis sodalis,Indiana bat,Animal,E,LE
12253,Clinton,Oecanthus laricis,Tamarack tree cricket,Animal,SC,
13373,Clinton,Panax quinquefolius,Ginseng,Plant,T,
11503,Clinton,Pantherophis spiloides,Gray ratsnake,Animal,SC,
11989,Clinton,Papaipema sciata,Culvers root borer,Animal,SC,
11971,Clinton,Papaipema speciosissima,Regal fern borer,Animal,SC,
14565,Clinton,Plantago cordata,Heart-leaved plantain,Plant,E,
15534,Clinton,Platanthera leucophaea,Prairie white-fringed orchid,Plant,E,LT
12381,Clinton,Pleurobema sintoxia,Round pigtoe,Animal,SC,
15753,Clinton,Poa paludigena,Bog bluegrass,Plant,T,
11185,Clinton,Protonotaria citrea,Prothonotary warbler,Animal,SC,
12385,Clinton,Ptychobranchus fasciolaris,Kidney shell,Animal,SC,
10967,Clinton,Rallus elegans,King rail,Animal,E,
15347,Clinton,Schoenoplectus americanus,Three-square bulrush,Plant,E,
15360,Clinton,Schoenoplectus torreyi,Torrey's bulrush,Plant,SC,
11182,Clinton,Setophaga cerulea,Cerulean warbler,Animal,T,
11519,Clinton,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
15107,Clinton,Tradescantia virginiana,Virginia spiderwort,Plant,SC,
15350,Clinton,Trichophorum clintonii,Clinton's bulrush,Plant,SC,
15481,Clinton,Trillium nivale,Snow trillium,Plant,T,
15025,Clinton,Valerianella chenopodiifolia,Goosefoot corn salad,Plant,T,
12425,Clinton,Venustaconcha ellipsiformis,Ellipse,Animal,SC,
12395,Clinton,Villosa iris,Rainbow,Animal,SC,
10941,Crawford,Accipiter gentilis,Northern goshawk,Animal,SC,PS
13396,Crawford,Agoseris glauca,Prairie or pale agoseris,Plant,T,
12352,Crawford,Alasmidonta viridis,Slippershell,Animal,T,
12247,Crawford,Appalachia arcana,Secretive locust,Animal,SC,
11622,Crawford,Atrytonopsis hianna,Dusted skipper,Animal,SC,
15953,Crawford,Botrychium mormo,Goblin moonwort,Plant,T,
12017,Crawford,Brachionycha borealis,Boreal brachionyncha,Animal,SC,
10942,Crawford,Buteo lineatus,Red-shouldered hawk,Animal,T,
15499,Crawford,Calypso bulbosa,Calypso or fairy-slipper,Plant,T,
13482,Crawford,Cirsium hillii,Hill's thistle,Plant,SC,
11279,Crawford,Coregonus artedi,Lake herring or Cisco,Animal,T,
14722,Crawford,Dalibarda repens,False violet,Plant,T,
11490,Crawford,Emydoidea blandingii,Blanding's turtle,Animal,SC,
10957,Crawford,Falcipennis canadensis,Spruce grouse,Animal,SC,
364996,Crawford,Festuca altaica,Rough fescue,Plant,T,
10862,Crawford,Gavia immer,Common loon,Animal,T,
11489,Crawford,Glyptemys insculpta,Wood turtle,Animal,SC,
10937,Crawford,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
11673,Crawford,Incisalia henrici,Henry's elfin,Animal,T,
15415,Crawford,Juncus vaseyi,Vasey's rush,Plant,T,
12371,Crawford,Lasmigona compressa,Creek heelsplitter,Animal,SC,
12372,Crawford,Lasmigona costata,Flutedshell,Animal,SC,
15942,Crawford,Lycopodiella subappressa,Northern appressed clubmoss,Plant,SC,
11425,Crawford,Myotis lucifugus,Little brown bat,Animal,SC,
13373,Crawford,Panax quinquefolius,Ginseng,Plant,T,
10934,Crawford,Pandion haliaetus,Osprey,Animal,SC,
12563,Crawford,Physella magnalacustris,Great Lakes physa,Animal,SC,
19753,Crawford,Physella parkeri,Broadshoulder physa,Animal,T,
14754,Crawford,Prunus umbellata,Alleghany or Sloe plum,Plant,SC,
11588,Crawford,Pyrgus wyandot,Grizzled skipper,Animal,SC,
11177,Crawford,Setophaga kirtlandii,Kirtland's warbler,Animal,E,LE
11519,Crawford,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
13632,Crawford,Solidago houghtonii,Houghton's goldenrod,Plant,T,LT
12418,Crawford,Sphaerium fabale,River fingernail clam,Animal,SC,
15780,Crawford,Sporobolus heterolepis,Prairie dropseed,Plant,SC,
12553,Crawford,Stagnicola contracta,Deepwater pondsnail,Animal,E,
13905,Crawford,Stellaria crassifolia,Fleshy stitchwort,Plant,E,
15350,Crawford,Trichophorum clintonii,Clinton's bulrush,Plant,SC,
15045,Crawford,Viola novae-angliae,New England violet,Plant,T,
10941,Delta,Accipiter gentilis,Northern goshawk,Animal,SC,PS
11270,Delta,Acipenser fulvescens,Lake sturgeon,Animal,T,
14230,Delta,Adlumia fungosa,Climbing fumitory,Plant,SC,
12352,Delta,Alasmidonta viridis,Slippershell,Animal,T,
15434,Delta,Allium schoenoprasum,Chives,Plant,T,
15495,Delta,Amerorchis rotundifolia,Small round-leaved orchis,Plant,E,
15870,Delta,Asplenium rhizophyllum,Walking fern,Plant,T,
14113,Delta,Astragalus canadensis,Canadian milk vetch,Plant,T,
14115,Delta,Astragalus neglectus,Cooper's milk vetch,Plant,SC,
11706,Delta,Boloria freija,Freija fritillary,Animal,SC,
10876,Delta,Botaurus lentiginosus,American bittern,Animal,SC,
15957,Delta,Botrychium campestre,Prairie Moonwort or Dunewort,Plant,T,
15953,Delta,Botrychium mormo,Goblin moonwort,Plant,T,
10942,Delta,Buteo lineatus,Red-shouldered hawk,Animal,T,
15499,Delta,Calypso bulbosa,Calypso or fairy-slipper,Plant,T,
19932,Delta,Carex billingsii,Three-seed sedge,Plant,SC,
15243,Delta,Carex richardsonii,Richardson's sedge,Plant,SC,
15251,Delta,Carex scirpoidea,Bulrush sedge,Plant,T,
15279,Delta,Carex wiegandii,Wiegand's sedge,Plant,SC,
12478,Delta,Catinella exile,Pleistocene catinella,Animal,T,
10978,Delta,Charadrius melodus,Piping plover,Animal,E,LE
11043,Delta,Chlidonias niger,Black tern,Animal,SC,
10938,Delta,Circus cyaneus,Northern harrier,Animal,SC,
13485,Delta,Cirsium pitcheri,Pitcher's thistle,Plant,T,LT
11126,Delta,Cistothorus palustris,Marsh wren,Animal,SC,
14638,Delta,Coptidium lapponicum,Lapland buttercup,Plant,T,
10965,Delta,Coturnicops noveboracensis,Yellow rail,Animal,T,
10893,Delta,Cygnus buccinator,Trumpeter swan,Animal,T,
15506,Delta,Cypripedium arietinum,Ram's head lady's-slipper,Plant,SC,
15618,Delta,Danthonia intermedia,Wild oat grass,Plant,SC,
13792,Delta,Draba arabisans,Rock whitlow grass,Plant,SC,
13793,Delta,Draba cana,Ashy whitlow grass,Plant,T,
12357,Delta,Elliptio complanata,Eastern elliptio,Animal,SC,
11490,Delta,Emydoidea blandingii,Blanding's turtle,Animal,SC,
12482,Delta,Euconulus alderi,A land snail (no common name),Animal,T,
10957,Delta,Falcipennis canadensis,Spruce grouse,Animal,SC,
10951,Delta,Falco columbarius,Merlin,Animal,T,
10952,Delta,Falco peregrinus,Peregrine falcon,Animal,E,PS:LE
12433,Delta,Gastrocopta holzingeri,Lambda snaggletooth,Animal,E,
10862,Delta,Gavia immer,Common loon,Animal,T,
11489,Delta,Glyptemys insculpta,Wood turtle,Animal,SC,
12483,Delta,Guppya sterkii,Sterki's granule,Animal,E,
15901,Delta,Gymnocarpium robertianum,Limestone oak fern,Plant,T,
10937,Delta,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
14145,Delta,Hedysarum alpinum,Alpine sainfoin,Plant,E,
12426,Delta,Hendersonia occulta,Cherrystone drop,Animal,T,
11278,Delta,Hiodon tergisus,Mooneye,Animal,T,
15938,Delta,Huperzia selago,Fir clubmoss,Plant,SC,
11038,Delta,Hydroprogne caspia,Caspian tern,Animal,T,
11673,Delta,Incisalia henrici,Henry's elfin,Animal,T,
15374,Delta,Iris lacustris,Dwarf lake iris,Plant,T,LT
10877,Delta,Ixobrychus exilis,Least bittern,Animal,T,
15411,Delta,Juncus stygius,Moor rush,Plant,T,
15415,Delta,Juncus vaseyi,Vasey's rush,Plant,T,
14563,Delta,Littorella uniflora,American shore-grass,Plant,SC,
15713,Delta,Muhlenbergia richardsonis,Mat muhly,Plant,T,
11425,Delta,Myotis lucifugus,Little brown bat,Animal,SC,
11427,Delta,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
10885,Delta,Nycticorax nycticorax,Black-crowned night-heron,Animal,SC,
13616,Delta,Packera indecora,Northern ragwort,Plant,T,
10934,Delta,Pandion haliaetus,Osprey,Animal,SC,
13599,Delta,Petasites sagittatus,Sweet coltsfoot,Plant,T,
12563,Delta,Physella magnalacustris,Great Lakes physa,Animal,SC,
11083,Delta,Picoides arcticus,Black-backed woodpecker,Animal,SC,
14383,Delta,Pinguicula vulgaris,Butterwort,Plant,SC,
15720,Delta,Piptatherum canadense,Canada rice grass,Plant,T,
12451,Delta,Planogyra asteriscus,Eastern flat-whorl,Animal,SC,
15812,Delta,Potamogeton confervoides,Alga pondweed,Plant,SC,
14428,Delta,Pterospora andromedea,Pine-drops,Plant,T,
11411,Delta,Sander canadensis,Sauger,Animal,T,
11178,Delta,Setophaga discolor,Prairie warbler,Animal,E,
11177,Delta,Setophaga kirtlandii,Kirtland's warbler,Animal,E,LE
13623,Delta,Silphium laciniatum,Compass plant,Plant,T,
12125,Delta,Somatochlora incurvata,Incurvate emerald,Animal,SC,
15780,Delta,Sporobolus heterolepis,Prairie dropseed,Plant,SC,
11039,Delta,Sterna hirundo,Common tern,Animal,T,
12215,Delta,Stylurus amnicola,Riverine snaketail,Animal,SC,
13654,Delta,Tanacetum huronense,Lake Huron tansy,Plant,T,
10962,Delta,Tympanuchus phasianellus,Sharp-tailed grouse,Animal,SC,
12452,Delta,Vallonia gracilicosta albula,A land snail (no common name),Animal,E,
12437,Delta,Vertigo bollesiana,Delicate vertigo,Animal,T,
12450,Delta,Vertigo cristata,Crested vertigo,Animal,SC,
12438,Delta,Vertigo elatior,Tapered vertigo,Animal,SC,
12448,Delta,Vertigo hubrichti,Hubricht's vertigo,Animal,E,
12443,Delta,Vertigo nylanderi,Deep-throat vertigo,Animal,E,
12449,Delta,Vertigo paradoxa,Mystery vertigo,Animal,SC,
15045,Delta,Viola novae-angliae,New England violet,Plant,T,
15050,Delta,Viola pedatifida,Prairie birdfoot violet,Plant,T,
10941,Dickinson,Accipiter gentilis,Northern goshawk,Animal,SC,PS
12351,Dickinson,Alasmidonta marginata,Elktoe,Animal,SC,
12352,Dickinson,Alasmidonta viridis,Slippershell,Animal,T,
15495,Dickinson,Amerorchis rotundifolia,Small round-leaved orchis,Plant,E,
11220,Dickinson,Ammodramus savannarum,Grasshopper sparrow,Animal,SC,PS
15870,Dickinson,Asplenium rhizophyllum,Walking fern,Plant,T,
14115,Dickinson,Astragalus neglectus,Cooper's milk vetch,Plant,SC,
11706,Dickinson,Boloria freija,Freija fritillary,Animal,SC,
15953,Dickinson,Botrychium mormo,Goblin moonwort,Plant,T,
15122,Dickinson,Carex assiniboinensis,Assiniboia sedge,Plant,T,
15267,Dickinson,Carex tincta,Sedge,Plant,T,
14615,Dickinson,Clematis occidentalis,Purple clematis,Plant,SC,
11279,Dickinson,Coregonus artedi,Lake herring or Cisco,Animal,T,
12356,Dickinson,Cyclonaias tuberculata,Purple wartyback,Animal,T,
15883,Dickinson,Cystopteris laurentiana,Laurentian fragile fern,Plant,SC,
15894,Dickinson,Dryopteris fragrans,Fragrant cliff woodfern,Plant,SC,
11490,Dickinson,Emydoidea blandingii,Blanding's turtle,Animal,SC,
11748,Dickinson,Erebia discoidalis,Red-disked alpine,Animal,SC,
10957,Dickinson,Falcipennis canadensis,Spruce grouse,Animal,SC,
10951,Dickinson,Falco columbarius,Merlin,Animal,T,
10862,Dickinson,Gavia immer,Common loon,Animal,T,
