ELEMENT_ID,County,SCIENTIFIC_NAME,COMMON_NAME,EL_CATEGORY,STATE_STATUS,US_STATUS
10941,Alcona,Accipiter gentilis,Northern goshawk,Animal,SC,PS
12352,Alcona,Alasmidonta viridis,Slippershell,Animal,T,
12247,Alcona,Appalachia arcana,Secretive locust,Animal,SC,
11622,Alcona,Atrytonopsis hianna,Dusted skipper,Animal,SC,
15960,Alcona,Botrychium spathulatum,Spatulate moonwort,Plant,T,
10942,Alcona,Buteo lineatus,Red-shouldered hawk,Animal,T,
15499,Alcona,Calypso bulbosa,Calypso or fairy-slipper,Plant,T,
15113,Alcona,Carex albolutescens,Sedge,Plant,T,
15220,Alcona,Carex nigra,Black sedge,Plant,E,
19587,Alcona,Cincinnatia cincinnatiensis,Campeloma spire snail,Animal,SC,
13482,Alcona,Cirsium hillii,Hill's thistle,Plant,SC,
13485,Alcona,Cirsium pitcheri,Pitcher's thistle,Plant,T,LT
11279,Alcona,Coregonus artedi,Lake herring or Cisco,Animal,T,
10893,Alcona,Cygnus buccinator,Trumpeter swan,Animal,T,
15506,Alcona,Cypripedium arietinum,Ram's head lady's-slipper,Plant,SC,
14722,Alcona,Dalibarda repens,False violet,Plant,T,
11490,Alcona,Emydoidea blandingii,Blanding's turtle,Animal,SC,
364996,Alcona,Festuca altaica,Rough fescue,Plant,T,
10862,Alcona,Gavia immer,Common loon,Animal,T,
11489,Alcona,Glyptemys insculpta,Wood turtle,Animal,SC,
10937,Alcona,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
11038,Alcona,Hydroprogne caspia,Caspian tern,Animal,T,
12375,Alcona,Ligumia nasuta,Eastern pondmussel,Animal,E,
11427,Alcona,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
13373,Alcona,Panax quinquefolius,Ginseng,Plant,T,
11408,Alcona,Percina copelandi,Channel darter,Animal,E,
12451,Alcona,Planogyra asteriscus,Eastern flat-whorl,Animal,SC,
14754,Alcona,Prunus umbellata,Alleghany or Sloe plum,Plant,SC,
14428,Alcona,Pterospora andromedea,Pine-drops,Plant,T,
11182,Alcona,Setophaga cerulea,Cerulean warbler,Animal,T,
11178,Alcona,Setophaga discolor,Prairie warbler,Animal,E,
11177,Alcona,Setophaga kirtlandii,Kirtland's warbler,Animal,E,LE
11519,Alcona,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
12124,Alcona,Somatochlora hineana,Hine's emerald dragonfly,Animal,E,LE
12268,Alcona,Trimerotropis huroniana,Lake Huron locust,Animal,T,
10941,Alger,Accipiter gentilis,Northern goshawk,Animal,SC,PS
11270,Alger,Acipenser fulvescens,Lake sturgeon,Animal,T,
15495,Alger,Amerorchis rotundifolia,Small round-leaved orchis,Plant,E,
11220,Alger,Ammodramus savannarum,Grasshopper sparrow,Animal,SC,PS
14113,Alger,Astragalus canadensis,Canadian milk vetch,Plant,T,
10876,Alger,Botaurus lentiginosus,American bittern,Animal,SC,
15958,Alger,Botrychium acuminatum,Moonwort,Plant,E,
15957,Alger,Botrychium campestre,Prairie Moonwort or Dunewort,Plant,T,
15955,Alger,Botrychium hesperium,Western moonwort,Plant,T,
15953,Alger,Botrychium mormo,Goblin moonwort,Plant,T,
15960,Alger,Botrychium spathulatum,Spatulate moonwort,Plant,T,
10942,Alger,Buteo lineatus,Red-shouldered hawk,Animal,T,
13957,Alger,Callitriche hermaphroditica,Autumnal water-starwort,Plant,SC,
15499,Alger,Calypso bulbosa,Calypso or fairy-slipper,Plant,T,
15185,Alger,Carex heleonastes,Hudson Bay sedge,Plant,E,
10978,Alger,Charadrius melodus,Piping plover,Animal,E,LE
13485,Alger,Cirsium pitcheri,Pitcher's thistle,Plant,T,LT
11279,Alger,Coregonus artedi,Lake herring or Cisco,Animal,T,
10965,Alger,Coturnicops noveboracensis,Yellow rail,Animal,T,
14691,Alger,Crataegus douglasii,Douglas's hawthorn,Plant,SC,
15506,Alger,Cypripedium arietinum,Ram's head lady's-slipper,Plant,SC,
14052,Alger,Drosera anglica,English sundew,Plant,SC,
12357,Alger,Elliptio complanata,Eastern elliptio,Animal,SC,
15657,Alger,Elymus glaucus,Blue wild-rye,Plant,SC,
14061,Alger,Empetrum nigrum,Black crowberry,Plant,T,
11680,Alger,Erora laeta,Early hairstreak,Animal,SC,
10951,Alger,Falco columbarius,Merlin,Animal,T,
10952,Alger,Falco peregrinus,Peregrine falcon,Animal,E,PS:LE
10862,Alger,Gavia immer,Common loon,Animal,T,
15901,Alger,Gymnocarpium robertianum,Limestone oak fern,Plant,T,
10937,Alger,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
15938,Alger,Huperzia selago,Fir clubmoss,Plant,SC,
15801,Alger,Leymus mollis,American dune wild-rye,Plant,SC,
12375,Alger,Ligumia nasuta,Eastern pondmussel,Animal,E,
14563,Alger,Littorella uniflora,American shore-grass,Plant,SC,
15420,Alger,Luzula parviflora,Small-flowered wood rush,Plant,T,
11427,Alger,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
14275,Alger,Myriophyllum alterniflorum,Alternate-leaved water-milfoil,Plant,SC,
14276,Alger,Myriophyllum farwellii,Farwell's water milfoil,Plant,T,
15520,Alger,Neottia auriculata,Auricled twayblade,Plant,SC,
11553,Alger,Nicrophorus americanus,American burying beetle,Animal,X,LE
13677,Alger,Omalotheca sylvatica,Woodland everlasting,Plant,T,
13616,Alger,Packera indecora,Northern ragwort,Plant,T,
10934,Alger,Pandion haliaetus,Osprey,Animal,SC,
11083,Alger,Picoides arcticus,Black-backed woodpecker,Animal,SC,
14383,Alger,Pinguicula vulgaris,Butterwort,Plant,SC,
15720,Alger,Piptatherum canadense,Canada rice grass,Plant,T,
11689,Alger,Plebejus idas nabokovi,Northern blue,Animal,T,
15812,Alger,Potamogeton confervoides,Alga pondweed,Plant,SC,
14603,Alger,Pyrola minor,Lesser Pyrola,Plant,SC,
14809,Alger,Rubus acaulis,Dwarf raspberry,Plant,E,
11182,Alger,Setophaga cerulea,Cerulean warbler,Animal,T,
12125,Alger,Somatochlora incurvata,Incurvate emerald,Animal,SC,
11208,Alger,Spiza americana,Dickcissel,Animal,SC,
13908,Alger,Stellaria longipes,Stitchwort,Plant,SC,
13654,Alger,Tanacetum huronense,Lake Huron tansy,Plant,T,
12268,Alger,Trimerotropis huroniana,Lake Huron locust,Animal,T,
15792,Alger,Trisetum spicatum,Downy oat-grass,Plant,SC,
10962,Alger,Tympanuchus phasianellus,Sharp-tailed grouse,Animal,SC,
14075,Alger,Vaccinium cespitosum,Dwarf bilberry,Plant,T,
11270,Allegan,Acipenser fulvescens,Lake sturgeon,Animal,T,
10848,Allegan,Acris blanchardi,Blanchard's cricket frog,Animal,T,
14230,Allegan,Adlumia fungosa,Climbing fumitory,Plant,SC,
12351,Allegan,Alasmidonta marginata,Elktoe,Animal,SC,
12352,Allegan,Alasmidonta viridis,Slippershell,Animal,T,
10833,Allegan,Ambystoma opacum,Marbled salamander,Animal,E,
11220,Allegan,Ammodramus savannarum,Grasshopper sparrow,Animal,SC,PS
15569,Allegan,Aristida longespica,Three-awned grass,Plant,T,
14118,Allegan,Baptisia lactea,White or prairie false indigo,Plant,SC,
14237,Allegan,Bartonia paniculata,Panicled screwstem,Plant,T,
13319,Allegan,Berula erecta,Cut-leaved water parsnip,Plant,T,
13753,Allegan,Boechera missouriensis,Missouri rock-cress,Plant,SC,
19854,Allegan,Bombus affinis,Rusty-patched bumble bee,Animal,SC,LE
13463,Allegan,Brickellia eupatorioides,False boneset,Plant,SC,PS
10942,Allegan,Buteo lineatus,Red-shouldered hawk,Animal,T,
11672,Allegan,Callophrys irus,Frosted elfin,Animal,T,
15113,Allegan,Carex albolutescens,Sedge,Plant,T,
15168,Allegan,Carex festucacea,Fescue sedge,Plant,SC,
15253,Allegan,Carex seorsa,Sedge,Plant,T,
11043,Allegan,Chlidonias niger,Black tern,Animal,SC,
19587,Allegan,Cincinnatia cincinnatiensis,Campeloma spire snail,Animal,SC,
13485,Allegan,Cirsium pitcheri,Pitcher's thistle,Plant,T,LT
11126,Allegan,Cistothorus palustris,Marsh wren,Animal,SC,
11488,Allegan,Clemmys guttata,Spotted turtle,Animal,T,
11499,Allegan,Clonophis kirtlandii,Kirtland's snake,Animal,E,
14920,Allegan,Collinsia verna,Blue-eyed Mary,Plant,SC,
13325,Allegan,Conioselinum chinense,Hemlock-parsley,Plant,SC,
11279,Allegan,Coregonus artedi,Lake herring or Cisco,Animal,T,
11422,Allegan,Cryptotis parva,Least shrew,Animal,T,
12356,Allegan,Cyclonaias tuberculata,Purple wartyback,Animal,T,
15507,Allegan,Cypripedium candidum,White lady slipper,Plant,T,
19816,Allegan,Diarrhena obovata,Beak grass,Plant,T,
15089,Allegan,Echinodorus tenellus,Dwarf burhead,Plant,E,
15305,Allegan,Eleocharis atropurpurea,Purple spike rush,Plant,E,
15308,Allegan,Eleocharis engelmannii,Engelmann's spike rush,Plant,SC,
15313,Allegan,Eleocharis melanocarpa,Black-fruited spike-rush,Plant,SC,
15314,Allegan,Eleocharis microcarpa,Small-fruited spike-rush,Plant,E,
15324,Allegan,Eleocharis tricostata,Three-ribbed spike rush,Plant,T,
11490,Allegan,Emydoidea blandingii,Blanding's turtle,Animal,SC,
19825,Allegan,Erimyzon claviformis,Creek chubsucker,Animal,E,
11586,Allegan,Erynnis persius persius,Persius dusky wing,Animal,T,
13917,Allegan,Euonymus atropurpureus,Wahoo,Plant,SC,
14097,Allegan,Euphorbia commutata,Tinted spurge,Plant,T,
13512,Allegan,Eutrochium fistulosum,Hollow-stemmed Joe-pye weed,Plant,T,
12529,Allegan,Fontigens nickliniana,Watercress snail,Animal,SC,
14447,Allegan,Fraxinus profunda,Pumpkin ash,Plant,T,
19819,Allegan,Fuirena pumila,Umbrella-grass,Plant,T,
15511,Allegan,Galearis spectabilis,Showy orchis,Plant,T,
10862,Allegan,Gavia immer,Common loon,Animal,T,
14245,Allegan,Gentiana puberulenta,Downy gentian,Plant,E,
14732,Allegan,Geum triflorum,Prairie smoke,Plant,T,
11489,Allegan,Glyptemys insculpta,Wood turtle,Animal,SC,
10937,Allegan,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
13537,Allegan,Helianthus hirsutus,Whiskered sunflower,Plant,SC,
11599,Allegan,Hesperia ottoe,Ottoe skipper,Animal,T,
13556,Allegan,Hieracium paniculatum,Panicled hawkweed,Plant,T,
11278,Allegan,Hiodon tergisus,Mooneye,Animal,T,
14625,Allegan,Hydrastis canadensis,Goldenseal,Plant,T,
15925,Allegan,Isoetes engelmannii,Engelmann's quilwort,Plant,E,
19962,Allegan,Juncus anthelatus,Large path rush,Plant,SC,
15395,Allegan,Juncus brachycarpus,Short-fruited rush,Plant,T,
19944,Allegan,Juncus dichotomus,Forked rush,Plant,SC,
15410,Allegan,Juncus scirpoides,Scirpus-like rush,Plant,T,
15415,Allegan,Juncus vaseyi,Vasey's rush,Plant,T,
11150,Allegan,Lanius ludovicianus migrans,Migrant loggerhead shrike,Animal,E,
12371,Allegan,Lasmigona compressa,Creek heelsplitter,Animal,SC,
12372,Allegan,Lasmigona costata,Flutedshell,Animal,SC,
13953,Allegan,Lechea minor,Least pinweed,Plant,X,
13954,Allegan,Lechea pulchella,Leggett's pinweed,Plant,T,
12376,Allegan,Ligumia recta,Black sandshell,Animal,E,
14380,Allegan,Linum sulcatum,Furrowed flax,Plant,SC,
14382,Allegan,Linum virginianum,Virginia flax,Plant,T,
15338,Allegan,Lipocarpha micrantha,Dwarf-bulrush,Plant,SC,
14470,Allegan,Ludwigia sphaerocarpa,Globe-fruited seedbox,Plant,T,
11691,Allegan,Lycaeides melissa samuelis,Karner blue,Animal,T,LE
15942,Allegan,Lycopodiella subappressa,Northern appressed clubmoss,Plant,SC,
12487,Allegan,Mesomphix cupreus,Copper button,Animal,SC,
11452,Allegan,Microtus pinetorum,Woodland vole,Animal,SC,
11427,Allegan,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
11319,Allegan,Notropis dorsalis,Bigmouth shiner,Animal,SC,
11326,Allegan,Notropis texanus,Weed shiner,Animal,X,
10885,Allegan,Nycticorax nycticorax,Black-crowned night-heron,Animal,SC,
12377,Allegan,Obliquaria reflexa,Threehorn wartyback,Animal,E,
12253,Allegan,Oecanthus laricis,Tamarack tree cricket,Animal,SC,
13373,Allegan,Panax quinquefolius,Ginseng,Plant,T,
10934,Allegan,Pandion haliaetus,Osprey,Animal,SC,
15733,Allegan,Panicum longifolium,Panic grass,Plant,T,
15731,Allegan,Panicum verrucosum,Warty panic grass,Plant,T,
11503,Allegan,Pantherophis spiloides,Gray ratsnake,Animal,SC,
11991,Allegan,Papaipema beeriana,Blazing star borer,Animal,SC,
11983,Allegan,Papaipema maritima,Maritime sunflower borer,Animal,SC,
11989,Allegan,Papaipema sciata,Culvers root borer,Animal,SC,
11971,Allegan,Papaipema speciosissima,Regal fern borer,Animal,SC,
11190,Allegan,Parkesia motacilla,Louisiana waterthrush,Animal,T,
14518,Allegan,Persicaria careyi,Carey's smartweed,Plant,T,
15527,Allegan,Platanthera ciliaris,Orange- or yellow-fringed orchid,Plant,E,
12381,Allegan,Pleurobema sintoxia,Round pigtoe,Animal,SC,
15753,Allegan,Poa paludigena,Bog bluegrass,Plant,T,
14503,Allegan,Polygala cruciata,Cross-leaved milkwort,Plant,SC,
12383,Allegan,Potamilus alatus,Pink heelsplitter,Animal,SC,
15811,Allegan,Potamogeton bicupulatus,Waterthread pondweed,Plant,T,
11185,Allegan,Protonotaria citrea,Prothonotary warbler,Animal,SC,
14348,Allegan,Pycnanthemum verticillatum,Whorled mountain mint,Plant,SC,
11848,Allegan,Pygarctia spraguei,Sprague's pygarctia,Animal,SC,
10967,Allegan,Rallus elegans,King rail,Animal,E,
14421,Allegan,Rhexia mariana,Maryland meadow beauty,Plant,T,
14422,Allegan,Rhexia virginica,Meadow beauty,Plant,SC,
15344,Allegan,Rhynchospora macrostachya,Tall beakrush,Plant,SC,
16019,Allegan,Rhynchospora nitens,Short-beak beak-rush,Plant,E,
18890,Allegan,Rhynchospora recognita,Globe beak-rush,Plant,E,
15345,Allegan,Rhynchospora scirpoides,Bald-rush,Plant,T,
15354,Allegan,Schoenoplectiella hallii,Hall's bulrush,Plant,T,
15360,Allegan,Schoenoplectus torreyi,Torrey's bulrush,Plant,SC,
15364,Allegan,Scleria pauciflora,Few-flowered nut rush,Plant,E,
15365,Allegan,Scleria reticularis,Netted nut rush,Plant,T,
15366,Allegan,Scleria triglomerata,Tall nut rush,Plant,SC,
11182,Allegan,Setophaga cerulea,Cerulean warbler,Animal,T,
11195,Allegan,Setophaga citrina,Hooded warbler,Animal,SC,
11178,Allegan,Setophaga discolor,Prairie warbler,Animal,E,
11175,Allegan,Setophaga dominica,Yellow-throated warbler,Animal,T,
11519,Allegan,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
15382,Allegan,Sisyrinchium atlanticum,Atlantic blue-eyed-grass,Plant,T,
15545,Allegan,Spiranthes ovalis,Lesser ladies'-tresses,Plant,T,
11208,Allegan,Spiza americana,Dickcissel,Animal,SC,
15778,Allegan,Sporobolus clandestinus,Dropseed,Plant,E,
15780,Allegan,Sporobolus heterolepis,Prairie dropseed,Plant,SC,
14184,Allegan,Strophostyles helvula,Trailing wild Bean,Plant,SC,
13443,Allegan,Symphyotrichum sericeum,Western silvery aster,Plant,T,
11493,Allegan,Terrapene carolina carolina,Eastern box turtle,Animal,SC,
15105,Allegan,Tradescantia bracteata,Long-bracted spiderwort,Plant,X,
14371,Allegan,Trichostema dichotomum,Bastard pennyroyal,Plant,T,
15549,Allegan,Triphora trianthophora,Nodding pogonia or three birds orchid,Plant,T,
12392,Allegan,Truncilla donaciformis,Fawnsfoot,Animal,T,
12393,Allegan,Truncilla truncata,Deertoe,Animal,SC,
14392,Allegan,Utricularia subulata,Bladderwort,Plant,T,
12424,Allegan,Utterbackia imbecillis,Paper pondshell,Animal,SC,
12425,Allegan,Venustaconcha ellipsiformis,Ellipse,Animal,SC,
12395,Allegan,Villosa iris,Rainbow,Animal,SC,
15427,Allegan,Wolffia brasiliensis,Watermeal,Plant,T,
15796,Allegan,Zizania aquatica,Wild rice,Plant,T,
11270,Alpena,Acipenser fulvescens,Lake sturgeon,Animal,T,
14230,Alpena,Adlumia fungosa,Climbing fumitory,Plant,SC,
12352,Alpena,Alasmidonta viridis,Slippershell,Animal,T,
11221,Alpena,Ammodramus henslowii,Henslow's sparrow,Animal,E,
11220,Alpena,Ammodramus savannarum,Grasshopper sparrow,Animal,SC,PS
13675,Alpena,Arnoglossum plantagineum,Prairie indian-plantain,Plant,SC,
15870,Alpena,Asplenium rhizophyllum,Walking fern,Plant,T,
15955,Alpena,Botrychium hesperium,Western moonwort,Plant,T,
10942,Alpena,Buteo lineatus,Red-shouldered hawk,Animal,T,
15499,Alpena,Calypso bulbosa,Calypso or fairy-slipper,Plant,T,
15251,Alpena,Carex scirpoidea,Bulrush sedge,Plant,T,
10978,Alpena,Charadrius melodus,Piping plover,Animal,E,LE
11043,Alpena,Chlidonias niger,Black tern,Animal,SC,
13485,Alpena,Cirsium pitcheri,Pitcher's thistle,Plant,T,LT
11279,Alpena,Coregonus artedi,Lake herring or Cisco,Animal,T,
14691,Alpena,Crataegus douglasii,Douglas's hawthorn,Plant,SC,
15506,Alpena,Cypripedium arietinum,Ram's head lady's-slipper,Plant,SC,
11570,Alpena,Dorydiella kansana,Leafhopper,Animal,SC,
15893,Alpena,Dryopteris filix-mas,Male fern,Plant,SC,
11490,Alpena,Emydoidea blandingii,Blanding's turtle,Animal,SC,
10862,Alpena,Gavia immer,Common loon,Animal,T,
11489,Alpena,Glyptemys insculpta,Wood turtle,Animal,SC,
10937,Alpena,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
11038,Alpena,Hydroprogne caspia,Caspian tern,Animal,T,
15374,Alpena,Iris lacustris,Dwarf lake iris,Plant,T,LT
11150,Alpena,Lanius ludovicianus migrans,Migrant loggerhead shrike,Animal,E,
12371,Alpena,Lasmigona compressa,Creek heelsplitter,Animal,SC,
12372,Alpena,Lasmigona costata,Flutedshell,Animal,SC,
11425,Alpena,Myotis lucifugus,Little brown bat,Animal,SC,
11427,Alpena,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
11316,Alpena,Notropis anogenus,Pugnose shiner,Animal,E,
10885,Alpena,Nycticorax nycticorax,Black-crowned night-heron,Animal,SC,
10934,Alpena,Pandion haliaetus,Osprey,Animal,SC,
11408,Alpena,Percina copelandi,Channel darter,Animal,E,
11429,Alpena,Perimyotis subflavus,Eastern pipistrelle,Animal,SC,
14383,Alpena,Pinguicula vulgaris,Butterwort,Plant,SC,
14428,Alpena,Pterospora andromedea,Pine-drops,Plant,T,
13756,Alpena,Rorippa aquatica,Lake cress,Plant,T,
14875,Alpena,Salix pellita,Satiny willow,Plant,SC,
11519,Alpena,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
12124,Alpena,Somatochlora hineana,Hine's emerald dragonfly,Animal,E,LE
12418,Alpena,Sphaerium fabale,River fingernail clam,Animal,SC,
11208,Alpena,Spiza americana,Dickcissel,Animal,SC,
11039,Alpena,Sterna hirundo,Common tern,Animal,T,
13654,Alpena,Tanacetum huronense,Lake Huron tansy,Plant,T,
14370,Alpena,Trichostema brachiatum,False pennyroyal,Plant,T,
12268,Alpena,Trimerotropis huroniana,Lake Huron locust,Animal,T,
12395,Alpena,Villosa iris,Rainbow,Animal,SC,
10941,Antrim,Accipiter gentilis,Northern goshawk,Animal,SC,PS
11220,Antrim,Ammodramus savannarum,Grasshopper sparrow,Animal,SC,PS
12506,Antrim,Appalachina sayanus,Spike-lip crater,Animal,SC,
19857,Antrim,Bombus terricola,Yellow banded bumble bee,Animal,SC,
15587,Antrim,Bromus pumpellianus,Pumpelly's bromegrass,Plant,T,
10942,Antrim,Buteo lineatus,Red-shouldered hawk,Animal,T,
15499,Antrim,Calypso bulbosa,Calypso or fairy-slipper,Plant,T,
13485,Antrim,Cirsium pitcheri,Pitcher's thistle,Plant,T,LT
11279,Antrim,Coregonus artedi,Lake herring or Cisco,Animal,T,
15506,Antrim,Cypripedium arietinum,Ram's head lady's-slipper,Plant,SC,
14722,Antrim,Dalibarda repens,False violet,Plant,T,
10862,Antrim,Gavia immer,Common loon,Animal,T,
10937,Antrim,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
12371,Antrim,Lasmigona compressa,Creek heelsplitter,Animal,SC,
12372,Antrim,Lasmigona costata,Flutedshell,Animal,SC,
11425,Antrim,Myotis lucifugus,Little brown bat,Animal,SC,
11427,Antrim,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
13373,Antrim,Panax quinquefolius,Ginseng,Plant,T,
10934,Antrim,Pandion haliaetus,Osprey,Animal,SC,
12451,Antrim,Planogyra asteriscus,Eastern flat-whorl,Animal,SC,
14428,Antrim,Pterospora andromedea,Pine-drops,Plant,T,
11588,Antrim,Pyrgus wyandot,Grizzled skipper,Animal,SC,
11519,Antrim,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
13654,Antrim,Tanacetum huronense,Lake Huron tansy,Plant,T,
12268,Antrim,Trimerotropis huroniana,Lake Huron locust,Animal,T,
10876,Arenac,Botaurus lentiginosus,American bittern,Animal,SC,
10942,Arenac,Buteo lineatus,Red-shouldered hawk,Animal,T,
13782,Arenac,Cardamine maxima,Large toothwort,Plant,T,
11043,Arenac,Chlidonias niger,Black tern,Animal,SC,
13485,Arenac,Cirsium pitcheri,Pitcher's thistle,Plant,T,LT
11126,Arenac,Cistothorus palustris,Marsh wren,Animal,SC,
11490,Arenac,Emydoidea blandingii,Blanding's turtle,Animal,SC,
10971,Arenac,Gallinula galeata,Common gallinule,Animal,T,PS
11489,Arenac,Glyptemys insculpta,Wood turtle,Animal,SC,
10937,Arenac,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
11038,Arenac,Hydroprogne caspia,Caspian tern,Animal,T,
10877,Arenac,Ixobrychus exilis,Least bittern,Animal,T,
12375,Arenac,Ligumia nasuta,Eastern pondmussel,Animal,E,
12376,Arenac,Ligumia recta,Black sandshell,Animal,E,
11946,Arenac,Merolonche dolli,Doll's merolonche,Animal,SC,
11425,Arenac,Myotis lucifugus,Little brown bat,Animal,SC,
11553,Arenac,Nicrophorus americanus,American burying beetle,Animal,X,LE
10885,Arenac,Nycticorax nycticorax,Black-crowned night-heron,Animal,SC,
11408,Arenac,Percina copelandi,Channel darter,Animal,E,
12563,Arenac,Physella magnalacustris,Great Lakes physa,Animal,SC,
11519,Arenac,Sistrurus catenatus,Eastern massasauga,Animal,SC,LT
11041,Arenac,Sterna forsteri,Forster's tern,Animal,T,
11039,Arenac,Sterna hirundo,Common tern,Animal,T,
12395,Arenac,Villosa iris,Rainbow,Animal,SC,
11270,Baraga,Acipenser fulvescens,Lake sturgeon,Animal,T,
11706,Baraga,Boloria freija,Freija fritillary,Animal,SC,
11704,Baraga,Boloria frigga,Frigga fritillary,Animal,SC,
10876,Baraga,Botaurus lentiginosus,American bittern,Animal,SC,
15953,Baraga,Botrychium mormo,Goblin moonwort,Plant,T,
19807,Baraga,Caltha natans,Floating marsh marigold,Plant,T,
19783,Baraga,Cerastium brachypodum,Shortstalk chickweed,Plant,T,
14615,Baraga,Clematis occidentalis,Purple clematis,Plant,SC,
14691,Baraga,Crataegus douglasii,Douglas's hawthorn,Plant,SC,
15894,Baraga,Dryopteris fragrans,Fragrant cliff woodfern,Plant,SC,
11748,Baraga,Erebia discoidalis,Red-disked alpine,Animal,SC,
15511,Baraga,Galearis spectabilis,Showy orchis,Plant,T,
10971,Baraga,Gallinula galeata,Common gallinule,Animal,T,PS
10862,Baraga,Gavia immer,Common loon,Animal,T,
14244,Baraga,Gentiana linearis,Narrow-leaved gentian,Plant,T,
11489,Baraga,Glyptemys insculpta,Wood turtle,Animal,SC,
10937,Baraga,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
11673,Baraga,Incisalia henrici,Henry's elfin,Animal,T,
14563,Baraga,Littorella uniflora,American shore-grass,Plant,SC,
13877,Baraga,Moehringia macrophylla,Big-leaf sandwort,Plant,T,
11425,Baraga,Myotis lucifugus,Little brown bat,Animal,SC,
11427,Baraga,Myotis septentrionalis,Northern long-eared bat,Animal,SC,LT
14276,Baraga,Myriophyllum farwellii,Farwell's water milfoil,Plant,T,
11319,Baraga,Notropis dorsalis,Bigmouth shiner,Animal,SC,
10934,Baraga,Pandion haliaetus,Osprey,Animal,SC,
15720,Baraga,Piptatherum canadense,Canada rice grass,Plant,T,
14428,Baraga,Pterospora andromedea,Pine-drops,Plant,T,
14272,Baraga,Ribes oxyacanthoides,Northern gooseberry,Plant,SC,
11177,Baraga,Setophaga kirtlandii,Kirtland's warbler,Animal,E,LE
15388,Baraga,Sisyrinchium strictum,Blue-eyed-grass,Plant,SC,
11493,Baraga,Terrapene carolina carolina,Eastern box turtle,Animal,SC,
10848,Barry,Acris blanchardi,Blanchard's cricket frog,Animal,T,
14664,Barry,Agrimonia rostellata,Beaked agrimony,Plant,T,
12351,Barry,Alasmidonta marginata,Elktoe,Animal,SC,
12352,Barry,Alasmidonta viridis,Slippershell,Animal,T,
11221,Barry,Ammodramus henslowii,Henslow's sparrow,Animal,E,
11220,Barry,Ammodramus savannarum,Grasshopper sparrow,Animal,SC,PS
14108,Barry,Amorpha canescens,Leadplant,Plant,SC,
13675,Barry,Arnoglossum plantagineum,Prairie indian-plantain,Plant,SC,
13384,Barry,Asclepias purpurascens,Purple milkweed,Plant,T,
13319,Barry,Berula erecta,Cut-leaved water parsnip,Plant,T,
14911,Barry,Besseya bullii,Kitten-tails,Plant,E,
13753,Barry,Boechera missouriensis,Missouri rock-cress,Plant,SC,
19854,Barry,Bombus affinis,Rusty-patched bumble bee,Animal,SC,LE
19857,Barry,Bombus terricola,Yellow banded bumble bee,Animal,SC,
15578,Barry,Bouteloua curtipendula,Side-oats grama grass,Plant,E,
13463,Barry,Brickellia eupatorioides,False boneset,Plant,SC,PS
11693,Barry,Calephelis mutica,Swamp metalmark,Animal,SC,
11912,Barry,Catocala amestris,Three-staff underwing,Animal,E,
10938,Barry,Circus cyaneus,Northern harrier,Animal,SC,
11126,Barry,Cistothorus palustris,Marsh wren,Animal,SC,
11488,Barry,Clemmys guttata,Spotted turtle,Animal,T,
11279,Barry,Coregonus artedi,Lake herring or Cisco,Animal,T,
15507,Barry,Cypripedium candidum,White lady slipper,Plant,T,
19816,Barry,Diarrhena obovata,Beak grass,Plant,T,
11570,Barry,Dorydiella kansana,Leafhopper,Animal,SC,
13797,Barry,Draba reptans,Creeping whitlow grass,Plant,T,
15309,Barry,Eleocharis equisetoides,Horsetail spike rush,Plant,SC,
15313,Barry,Eleocharis melanocarpa,Black-fruited spike-rush,Plant,SC,
11490,Barry,Emydoidea blandingii,Blanding's turtle,Animal,SC,
11586,Barry,Erynnis persius persius,Persius dusky wing,Animal,T,
13517,Barry,Eupatorium sessilifolium,Upland boneset,Plant,T,
12529,Barry,Fontigens nickliniana,Watercress snail,Animal,SC,
19819,Barry,Fuirena pumila,Umbrella-grass,Plant,T,
11377,Barry,Fundulus dispar,Starhead topminnow,Animal,SC,
15511,Barry,Galearis spectabilis,Showy orchis,Plant,T,
10862,Barry,Gavia immer,Common loon,Animal,T,
10937,Barry,Haliaeetus leucocephalus,Bald eagle,Animal,SC,
13537,Barry,Helianthus hirsutus,Whiskered sunflower,Plant,SC,
11599,Barry,Hesperia ottoe,Ottoe skipper,Animal,T,
15035,Barry,Hybanthus concolor,Green violet,Plant,SC,
14625,Barry,Hydrastis canadensis,Goldenseal,Plant,T,
11673,Barry,Incisalia henrici,Henry's elfin,Animal,T,
